Username,Produk,Review,Rating,ReviewAt,Label
user_13967,Jam Tangan Digital,Sangat direkomendasikan untuk semua orang.,4,2024-08-28,1
nurulnuyey,SKINTIFIC - 5X Ceramide Barrier Moisturizer Gel 30g | Cream pencerah Wajah Calming Whitening Brightening Dark Spot Pelembab Wajah Pemutih Wajah Facial Moisturizer Day Cream Night Cream Skincare BPOM Niacinamide with Centella Acid Sooth Sunburn,"Untung banget beli pas tanggal kembar di acara live muraahh bangettt, ini pembelian aku yg kesekian kalinya karena emang senyaman itu d pakai nya",5,2025-06-13 08:08,1
reginasuleman418,SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,"Tekstur:cair dan gampang menyerah
Cocok untuk:baru pertama kali nyoba semoga cocok

Pengiriman nya cepet banget menurut ku untuk wilayah pulau Sulawesi, bubble wrap nya tebel aman pokoknya",5,2025-06-11 16:49,1
wirda20,Kemeja Polos,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-11-15,1
user_9682,Celana Jeans,Pengiriman cepat dan aman.,4,2023-04-28,1
wardaya77,Parfum Pria,puas warna cantik sesuai bagus wangi sesuai,4,2024-12-27,1
namagaunggul,Jaket Hoodie,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-02-02,1
user_20916,Kaos Polos,Pengiriman cepat dan aman.,5,2024-09-20,1
user_8883,Headset Gaming,Sesuai dengan rating dan review yang saya baca.,5,2024-12-17,1
qurrotuainy,Sandal slip ringan dewasa Disney (36-40),Real pict,5,2022-03-26 12:36,1
user_12748,Parfum Wanita,Worth it banget untuk harga segini.,4,2023-05-20,1
agustinamalika,Parfum Unisex,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-03-28,1
l*****8,SKIN1004 Madagascar Centella Poremizing Fresh Ampoule 100ml,"Tekstur:lembut
Daya Serap:memuaskan
Cocok untuk:pori besar

Membuat pori sedikit mengecil
Ini botol kecap semoga semakin bagus
Terimakasih",5,2025-06-11 19:59,1
permadiprabu,Tumbler Stainless,"Pengiriman cepat, packing rapi. Recommended!",5,2024-07-22,1
laksitalulut,Lipstik Matte,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-11-27,1
user_3554,Lampu Tidur,Produk sangat bagus dan sesuai deskripsi!,4,2024-11-21,1
firdanuke,Sprei Karet Motif Kotak Hitam 200x200 180x200 160x200 140x200 120x200 100x200 90x200 / Evedaily.id,"Desain:bagus
Kualitas Bahan:kurang bagus
Tekstur:grasak"" tidak lembut

Terimakasih kak paket sudah sampaii 🙏🏻tapi agak kurang puas karena barang tidak sesuai dg harga padhal mahal tpi bahan nya kurang bagus 🥹🙏🏻",3,2025-05-23 22:13,0
udabukke,Lipstik Matte,"Produk bagus, bahan adem dan sesuai gambar.",4,2024-07-17,1
uchita73,Dompet Kulit,"Produk bagus, bahan adem dan sesuai gambar.",4,2024-09-15,1
bagas83,Kaos Oblong,"Sudah belanja beberapa kali, selalu puas.",4,2024-06-23,1
user_5071,Headset Gaming,"Puas banget, terima kasih seller!",4,2024-02-04,1
user_14553,Lampu Tidur,"Puas banget, terima kasih seller!",4,2024-02-09,1
user_6040,Sepatu Sneakers,Sudah beli berkali-kali di sini dan selalu puas.,4,2023-01-20,1
user_9097,Rak Sepatu,"Mantap, gak nyesel beli di sini.",4,2023-09-12,1
user_125,Parfum Wanita,Ukuran pas dan sesuai pesanan.,4,2024-06-10,1
gunartocakrabuana,Sepatu Sneakers,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-06-01,1
hasan35,Lipstik Matte,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-07-03,1
user_19899,Sepatu Sneakers,Kualitas di atas ekspektasi saya!,4,2023-09-24,1
putri95,Mouse Wireless,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-06-20,1
user_8955,Kemeja Pria,Sangat direkomendasikan untuk semua orang.,5,2024-06-14,1
asirwada89,Dompet Kulit,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-03-11,1
liman84,Kemeja Polos,"Sudah belanja beberapa kali, selalu puas.",5,2024-10-22,1
qpradana,Tumbler Stainless,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-06-11,1
d*****8,SKIN1004 [Centella Duo Cleanser Set] Cleansing Oil 200ml+Ampoule Foam 125ml,Ya udah lah ya udah banyak yg review dan orang2 udah banyak yg repurchase berkali kali.,5,2025-05-31 00:38,1
user_12314,Parfum Wanita,Tidak direkomendasikan sama sekali.,2,2023-01-09,0
user_24995,Kaos Polos,Penjual sangat ramah dan fast respon.,5,2023-03-03,1
pwijaya,Kaos Oblong,Produk original dan kualitasnya premium.,4,2025-04-03,1
siregarhartaka,Jaket Hoodie,"Pengiriman cepat, packing rapi. Recommended!",5,2024-07-25,1
user_15198,Headset Gaming,"Barang cacat, sangat mengecewakan.",3,2024-08-03,0
prabowozulaikha,Keyboard Mechanical,Barang sampai dengan aman dan cepat.,4,2024-08-29,1
user_18901,Parfum Wanita,Sudah beli berkali-kali di sini dan selalu puas.,5,2023-07-04,1
user_11176,Headset Gaming,"Pelayanan cepat, packing aman, produk oke!",5,2024-01-05,1
user_15762,Mouse Wireless,Pengiriman sangat lama.,1,2023-03-02,0
winda03,Jaket Hoodie,Barang sampai dengan aman dan cepat.,5,2024-06-13,1
laras04,Powerbank 10000mAh,"Harga terjangkau, kualitas mantap!",5,2025-02-25,1
amalia72,Tumbler Stainless,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2024-10-13,1
user_20866,Parfum Wanita,Top banget! Bakal order lagi nanti.,5,2023-01-04,1
evasaprina,SKIN1004 Madagascar Centella Poremizing Clear Toner 210ml,"Tekstur:cair
Daya Serap:mudah menyerap
Cocok untuk:kulit ber pori

Ini pembelian kedua, cocok banget sama produk Skin1004 , 1 botol ini lumayan awet sampe kurang lebih 3 bulan di aku jadi lumayat hemat ya ditambah memang cocok bamget dikulit muka aq, pori pori muka aku yang lumayan besar sekarang sudah tersamarkan, love bangetttt",5,2025-06-11 20:27,1
ratih_tieh,Fleurette | Sepatu Wanita Flat Shoes | CARA,"Berat:ringan
Desain:oke
Kenyamanan:nyaman

Sesuai pesanan. Terbiasa pakai sepatu merk fleurette. Terimakasih seller dan shopee",5,2025-05-28 23:34,1
user_2638,Keyboard Mechanical,Barang original dan berkualitas.,5,2024-10-13,1
user_8476,Sepatu Sneakers,Terlalu mahal untuk kualitas seperti ini.,2,2024-02-24,0
viman49,Kemeja Polos,"Harga terjangkau, kualitas mantap!",5,2025-02-24,1
user_19126,Meja Belajar,Barang datang lebih cepat dari perkiraan.,4,2024-10-29,1
mahfudsaefullah,Headset Bluetooth,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-10-23,1
user_9354,Jam Tangan Digital,Sudah komplain tapi tidak ada solusi.,2,2023-12-17,0
ismailhandayani,Jaket Hoodie,"Pengiriman cepat, packing rapi. Recommended!",4,2025-05-25,1
user_4198,Buku Catatan,Sudah beli berkali-kali di sini dan selalu puas.,5,2024-01-08,1
anitapermatasari98,SKINTIFIC - Perfect Stay Velvet Matte Cushion | Foundation Compact Oil-Control Waterproof Sweatproof Matte Finish Non-Comedogenic Poreless Blue Cushion Foundation Flawless BB&CC Cream Makeup High-Coverage Bedak Skin Tint,Kapok beli disini enggak amanah gak sesuai pesanan yang dibeli cushion sama tempat kacanya malah dikirim refillnya😤😤,1,2025-06-10 07:36,0
p*****2,SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,"Tekstur:licin
Cocok untuk:wajah
Aroma:menenangkan

Ukuran pas kecil imut, baru pertama kali pakai semoga cocok buat wajahku, mudah diaplikasikan dan aroma nyaman",5,2025-06-11 15:49,1
user_21093,Powerbank,Top banget! Bakal order lagi nanti.,4,2023-07-13,1
user_13550,Kursi Lipat,Barang original dan berkualitas.,5,2024-08-10,1
user_19111,Rak Sepatu,Barang original dan berkualitas.,4,2023-03-05,1
user_17992,Parfum Wanita,Sesuai dengan rating dan review yang saya baca.,4,2023-07-28,1
siregardarijan,Tas Ransel,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2024-12-27,1
radenpudjiastuti,Tumbler Stainless,Barang sampai dengan aman dan cepat.,5,2025-01-23,1
mahbubeh965,SKINTIFIC - Peptide Nourishing Lip Serum | Brightening Lip Treatment untuk  Melembabkan Mencerahkan Kulit Glowing Lip Care Nourishing Peptide with  5X Ceramide,Bagus tapi tutupnya pecah,3,2025-06-09 14:03,0
awaskita,Tumbler Stainless,Produk original dan kualitasnya premium.,4,2025-04-07,1
unuraini,Lipstik Matte,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-11-03,1
donopadmasari,Powerbank 10000mAh,Barang sampai dengan aman dan cepat.,4,2025-03-22,1
setiawankasiyah,Parfum Unisex,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-02-05,1
eko96,Jam Tangan Digital,"Harga terjangkau, kualitas mantap!",5,2024-12-12,1
user_18663,Smartphone Android,"Mantap, gak nyesel beli di sini.",5,2023-04-25,1
usadahana,Jam Tangan Digital,"Sudah belanja beberapa kali, selalu puas.",5,2024-12-06,1
user_17023,Jam Tangan Digital,Worth it banget untuk harga segini.,5,2023-12-14,1
user_22410,Tas Wanita,Pengiriman cepat dan aman.,4,2024-03-17,1
user_21268,Kursi Lipat,"Pelayanan cepat, packing aman, produk oke!",5,2023-03-25,1
znuraini,Mouse Wireless,"Pengiriman cepat, packing rapi. Recommended!",5,2025-04-03,1
user_5703,Skincare Serum,Sesuai dengan rating dan review yang saya baca.,5,2024-03-13,1
mulyanihalima,Sandals Pria,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-04-25,1
a*****o,"NEW! WARDAH Colorfit 5D Blur Cloud Cushion Matte Finish Tahan Lama Hingga 18 Jam - SPF 50 PA+, Nano-Hyaluron, dan CICA | Menyamarkan Pori dan Tekstur Wajah | Menyatu Dengan Warna Kulit Seharian | Non-Comedogenic dan Non-Acnegenic - High Coverage - Makeup",Cocok untuk:remaja all skin Warna:menyatu sekalii😭💕 Desain:intinya so good cocok buat remaja,5,2025-06-13 09:53,1
user_1561,Makeup Set,Ukuran pas dan sesuai pesanan.,4,2024-07-31,1
rudi59,Kaos Oblong,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-07-22,1
user_18308,Jam Tangan Digital,Barang datang lebih cepat dari perkiraan.,4,2023-08-21,1
user_23289,Tas Wanita,Sudah beli berkali-kali di sini dan selalu puas.,4,2023-12-08,1
user_6314,Kaos Polos,Produk kotor dan tidak layak pakai.,3,2024-08-23,0
halimjarwa,Mouse Wireless,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-08-03,1
kwacana,Dompet Kulit,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2024-08-28,1
mokaviana,Tambahan Rumbai / Rempel - Karet Anti Geser - Sprei - Bedcover - Evedaily,Oke,5,2025-05-19 12:27,1
user_7539,Flashdisk 64GB,Packing rapi dan aman sampai tujuan.,4,2023-08-29,1
user_18048,Buku Catatan,Worth it banget untuk harga segini.,4,2023-09-30,1
pratiwimalika,Sandals Pria,Produk original dan kualitasnya premium.,5,2024-10-18,1
jayanasyiah,Parfum Unisex,"Sudah belanja beberapa kali, selalu puas.",5,2024-08-29,1
user_9458,Sepatu Sneakers,Top banget! Bakal order lagi nanti.,5,2024-03-06,1
lpermata,Jaket Hoodie,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-05-31,1
user_16830,Smartphone Android,Sangat direkomendasikan untuk semua orang.,5,2023-07-21,1
kamidintarihoran,Keyboard Mechanical,"Produk bagus, bahan adem dan sesuai gambar.",4,2024-07-31,1
user_2158,Buku Catatan,Sangat puas dengan pelayanan toko ini.,4,2024-11-30,1
qsitorus,Sandals Pria,Produk original dan kualitasnya premium.,5,2025-01-11,1
user_5648,Kursi Lipat,Produk sangat bagus dan sesuai deskripsi!,4,2023-10-22,1
smahendra,Dompet Kulit,"Pengiriman cepat, packing rapi. Recommended!",5,2025-01-17,1
user_23985,Kursi Lipat,Worth it banget untuk harga segini.,4,2024-06-24,1
npratiwi,Kaos Oblong,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-11-21,1
user_3539,Kemeja Pria,Pengiriman sangat lama.,2,2024-10-31,0
user_4757,Smartphone Android,Kualitas sangat buruk.,1,2023-06-28,0
user_7935,Kursi Lipat,Produk sangat bagus dan sesuai deskripsi!,5,2023-11-07,1
dewirasa,Sepatu ringan triset (36-40),Sukaaakkk warna manis bgt,5,2021-08-01 14:13,1
mustofakadir,Powerbank 10000mAh,"Packing rapi banget, penjual ramah.",5,2024-07-04,1
user_17223,Celana Jeans,Barang datang lebih cepat dari perkiraan.,4,2024-07-31,1
hasta09,Parfum Unisex,"Harga terjangkau, kualitas mantap!",4,2024-09-11,1
selviirahayu,SKIN1004 Madagascar Centella Light Cleansing Oil 200ml,"Sdh di coba, halus dan bersih",5,2025-06-11 23:21,1
ichaprakasa,Lipstik Matte,"Sudah belanja beberapa kali, selalu puas.",4,2024-09-12,1
user_20915,Makeup Set,Sesuai dengan rating dan review yang saya baca.,4,2023-10-27,1
user_11137,Sepatu Sneakers,Sesuai dengan rating dan review yang saya baca.,4,2023-01-15,1
mahendrahimawan,Sepatu Sneakers,"Sudah belanja beberapa kali, selalu puas.",5,2025-05-31,1
user_10315,Kaos Polos,Top banget! Bakal order lagi nanti.,5,2024-07-04,1
lidyamulyani,Celana Jeans,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-02-17,1
kairavprakasa,Dompet Kulit,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-12-12,1
f*****a,ESQA Brow Pomade Pencil,"Warna:sesuai
Aplikator:ok
Durabilitas:tahan lama

Barang datang sesuai dengan pesanan…
Pengiriman cepat sesuai batas waktu…
Selalu repeat order karena sudah cocok…
Dan dapat harga promo…",5,2025-06-12 18:32,1
safina20,Keyboard Mechanical,"Pengiriman cepat, packing rapi. Recommended!",5,2024-12-30,1
calistaprastuti,Kaos Oblong,"Packing rapi banget, penjual ramah.",4,2024-10-11,1
himawan96,Powerbank 10000mAh,"Produk bagus, bahan adem dan sesuai gambar.",4,2024-07-30,1
cawukmayasari,Tumbler Stainless,"Harga terjangkau, kualitas mantap!",5,2024-07-24,1
user_8751,Flashdisk 64GB,"Mantap, gak nyesel beli di sini.",5,2023-05-22,1
user_14099,Buku Catatan,Warna tidak sesuai pesanan.,2,2023-03-23,0
user_6839,Mouse Wireless,Harga terjangkau dengan kualitas oke.,5,2024-11-05,1
user_6251,Celana Jeans,Packing rapi dan aman sampai tujuan.,4,2024-02-27,1
h.sugihar,Tutup Botol Minyak Goreng Kecap Saos Stopper Dispenser Sirup Bir Wine,Bagus trims,5,2025-05-30 17:34,1
user_6341,Flashdisk 64GB,Worth it banget untuk harga segini.,5,2024-01-06,1
user_11105,Celana Jeans,Warna tidak sesuai pesanan.,2,2024-08-05,0
user_20019,Buku Catatan,Produk sangat bagus dan sesuai deskripsi!,5,2023-12-10,1
bagya23,Lipstik Matte,Barang sampai dengan aman dan cepat.,5,2024-08-28,1
user_5280,Tas Wanita,Sudah komplain tapi tidak ada solusi.,2,2023-06-24,0
user_12946,Mouse Wireless,Sangat direkomendasikan untuk semua orang.,4,2023-07-07,1
user_719,Headset Gaming,Suka banget sama produk ini.,4,2024-01-23,1
cmardhiyah,Powerbank 10000mAh,"Pengiriman cepat, packing rapi. Recommended!",5,2024-08-08,1
s*****a,SKINTIFIC - 4PCS Day & Night Renew Paket Skincare Set | Retinol Skin Renewal Serum 20ml + Retinol Skin Renewal Moisturizer 30g + Symwhite 377 Dark Spot Serum 20ml + Symwhite 377 Dark Spot Moisturizer Gel 30g | Day Cream Night Cream,"Tekstur:lembut
Cocok untuk:jerawat
Kondisi Barang:bagusss

Baru pertama pakai, semoga cocok",5,2025-06-02 12:30,1
ysamosir,Headset Bluetooth,"Harga terjangkau, kualitas mantap!",5,2024-08-17,1
cpurnawati,Kemeja Polos,"Harga terjangkau, kualitas mantap!",4,2024-12-31,1
user_617,Parfum Wanita,Kualitas di atas ekspektasi saya!,4,2023-08-27,1
user_8128,Flashdisk 64GB,Warna dan bentuk persis seperti di gambar.,5,2023-08-15,1
user_4960,Celana Jeans,Sangat direkomendasikan untuk semua orang.,4,2024-01-05,1
f*****f,Sandal Slipper Cewek S.yvs,barang sesuai dengan yang di mall. thank you kak!!,5,2025-03-23 08:11,1
user_12939,Celana Jeans,Penjual sangat ramah dan fast respon.,4,2023-12-12,1
user_8114,Jam Tangan Digital,Kualitas di atas ekspektasi saya!,4,2023-05-02,1
jjanuar,Dompet Kulit,"Packing rapi banget, penjual ramah.",5,2024-07-23,1
user_6388,Lampu Tidur,Top banget! Bakal order lagi nanti.,4,2024-09-17,1
martani51,Parfum Unisex,"Warnanya cantik dan tahan lama, puas banget!",5,2025-05-12,1
user_14299,Makeup Set,Barang datang lebih cepat dari perkiraan.,5,2023-01-14,1
apurnawati,Sandals Pria,"Harga terjangkau, kualitas mantap!",5,2024-07-17,1
najam50,Kemeja Polos,"Pengiriman cepat, packing rapi. Recommended!",5,2024-07-19,1
karnamegantara,Jaket Hoodie,"Harga terjangkau, kualitas mantap!",5,2024-10-18,1
pangesturiyanti,Kemeja Polos,Produk original dan kualitasnya premium.,5,2025-02-19,1
m.demizuhardi25,SKIN1004 Madagascar Centella Tone Brightening Cleansing Gel Foam 125ml,"Tekstur:lembut
Daya Serap:efektif tanpa lengket

Sangat puas semoga cocok dan langganan ya... Bonus nya lumayan buat sebulan",5,2025-06-11 15:25,1
prabowodarsirah,Powerbank 10000mAh,"Pengiriman cepat, packing rapi. Recommended!",5,2025-01-12,1
user_17215,Mouse Wireless,Sesuai dengan rating dan review yang saya baca.,4,2023-08-16,1
helvizarahmadani,"WARDAH UV Shield Essential Sunscreen Gel SPF 35 PA +++ 40 ml - Sunscreen Wajah 0% Alkohol dengan Vitamin C + Niacinamide - Brightening + Hydrating Skin, Healthy Glow - Tekstur Ringan, Tidak Lengket, Melembabkan, Mencegah Penuaan Dini - Semua Jenis Kulit","Tekstur:tidk terlalu kental
Daya Serap:cepat
Efek:memberikn hsil yg bagus",5,2025-06-13 11:41,1
user_20111,Headset Gaming,Warna dan bentuk persis seperti di gambar.,4,2024-04-13,1
user_16608,Celana Jeans,Sesuai dengan rating dan review yang saya baca.,5,2024-09-09,1
niyaga47,Lipstik Matte,"Harga terjangkau, kualitas mantap!",5,2025-06-13,1
yuliantijaka,Mouse Wireless,"Warnanya cantik dan tahan lama, puas banget!",4,2025-06-13,1
user_17694,Buku Catatan,Ukuran pas dan sesuai pesanan.,4,2023-03-13,1
olgasusanti,Tas Ransel,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-11-17,1
tomi12,Mouse Wireless,Barang sampai dengan aman dan cepat.,5,2025-02-21,1
user_9245,Headset Gaming,Top banget! Bakal order lagi nanti.,4,2023-08-13,1
n*****8,Sandal selop ringan dewasa (36-40),Harga miring gais,5,2021-11-11 11:56,1
user_12018,Mouse Wireless,Worth it banget untuk harga segini.,5,2024-03-05,1
user_22510,Parfum Wanita,Sangat puas dengan pelayanan toko ini.,5,2024-04-19,1
user_8329,Powerbank,Baru dipakai sebentar sudah rusak.,1,2024-12-01,0
nengipah1973,Sepatu slip ringan dewasa (36-40),Sepatunya udah diterima. Saya suka banget bahannya bagus. Ini ordervyg kedua. Pokok langganan dech.,5,2021-06-17 10:03,1
teguhwijaya,Mouse Wireless,"Warnanya cantik dan tahan lama, puas banget!",5,2024-08-18,1
dimazrahayu,Dompet Kulit,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-01-23,1
lestarisoleh,Kaos Oblong,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-01-20,1
user_16836,Sepatu Sneakers,Packing rapi dan aman sampai tujuan.,4,2023-06-28,1
kusmawatioliva,Celana Jeans,"Sudah belanja beberapa kali, selalu puas.",5,2025-02-24,1
unuraini,Keyboard Mechanical,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-08-21,1
user_6093,Rak Sepatu,Warna dan bentuk persis seperti di gambar.,4,2024-11-07,1
salman33,Kemeja Polos,"Harga terjangkau, kualitas mantap!",4,2025-05-17,1
user_9116,Headset Gaming,Rating tinggi tapi kualitas rendah.,1,2024-05-31,0
yuliartidirja,Jaket Hoodie,Produk original dan kualitasnya premium.,4,2025-05-17,1
salman16,Kaos Oblong,"Sudah belanja beberapa kali, selalu puas.",4,2024-11-15,1
kuntharanajmudin,Sandals Pria,"Warnanya cantik dan tahan lama, puas banget!",4,2025-03-11,1
user_11813,Smartphone Android,Packing rapi dan aman sampai tujuan.,4,2023-10-28,1
ikhsan95,Jaket Hoodie,"Respon penjual cepat, barang dikirim hari itu juga.",4,2024-08-26,1
widodojanet,Powerbank 10000mAh,"Sudah belanja beberapa kali, selalu puas.",5,2024-12-17,1
qharyanto,Parfum Unisex,"Harga terjangkau, kualitas mantap!",4,2025-06-10,1
jaeman35,Dompet Kulit,"Pengiriman cepat, packing rapi. Recommended!",5,2024-12-25,1
garafarida,Tumbler Stainless,"Pengiriman cepat, packing rapi. Recommended!",5,2024-09-09,1
user_7251,Kaos Polos,Ukuran tidak sesuai deskripsi.,1,2023-09-05,0
ihabibi,Jam Tangan Digital,"Warnanya cantik dan tahan lama, puas banget!",5,2025-02-14,1
user_22188,Kursi Lipat,Worth it banget untuk harga segini.,5,2024-05-18,1
user_10663,Tas Wanita,Suka banget sama produk ini.,4,2023-07-27,1
winarnolanggeng,Sandals Pria,"Sudah belanja beberapa kali, selalu puas.",5,2025-01-24,1
user_3259,Lampu Tidur,Sudah beli berkali-kali di sini dan selalu puas.,5,2024-09-13,1
bakiadilestari,Lipstik Matte,"Harga terjangkau, kualitas mantap!",4,2024-08-11,1
umay63,Powerbank 10000mAh,Produk original dan kualitasnya premium.,5,2024-10-09,1
qmarpaung,Keyboard Mechanical,"Pengiriman cepat, packing rapi. Recommended!",5,2024-11-03,1
setiawanhamzah,Sandals Pria,"Packing rapi banget, penjual ramah.",5,2024-08-06,1
zalindra77,Tumbler Stainless,"Packing rapi banget, penjual ramah.",5,2024-12-27,1
